dateTime,country,city,region,profile,age,gender,surveyType,purpose,concern,whenSiteUsed,purchasedBefore,purchaseExpectInNextMonth,productKnewWhatWanted,behavNumVisits,behavReferral,behavPageviews,avgAmountSpent
24.08.14,United States,Columbia,194,Frequent customer,NA,Male,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,3,No,3,Unbranded Search,7 to 9,66.27
24.08.14,United States,Santa Clarita,781,New customer,35-44,Female,At Exit,Buy from this site,None / no uncertainties,In the past month,"Yes, once",3,Yes,7,Direct,10+,106.14
24.08.14,United States,Bloomfield,95,New customer,NA,Male,At Arrival Only,Buy from this site,Product durability/quality,In the past year,"Yes, more than once",1,Yes,18,Direct,10+,136.23
24.08.14,United States,Eureka,280,New customer,25-34,Female,At Arrival and Exit,Products,Product effectiveness/will it work,In the past month,No,3,Yes,4,Direct,10+,92.55
24.08.14,United States,Clayton,181,Employee,NA,Female,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,3,No,3,Referred,2 to 3,123.97
24.08.14,United States,Lodi,495,New customer,NA,Female,At Arrival Only,Buy from this site,Warranties/product guarantees,Never. This is my first visit,NA,3,No,7,Unbranded Search,10+,132.34
24.08.14,United States,Pulaski,NA,New customer,25-34,Female,At Arrival and Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,33,Referred,1,134.75
24.08.14,United States,Oak Harbor,NA,Employee,NA,Prefer not to answer,At Arrival Only,Compare pricing,Product effectiveness/will it work,Never. This is my first visit,NA,1,NA,12,Unbranded Search,10+,137.9
24.08.14,United States,Owensboro,651,Employee,45-54,Female,At Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,No,3,Unbranded Search,1,97.77
24.08.14,United States,Sun City,846,Frequent customer,NA,Male,At Arrival Only,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,3,No,15,Unbranded Search,7 to 9,125.86
24.08.14,United States,Duluth,248,Frequent customer,25-34,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,3,Somewhat,6,Unbranded Search,7 to 9,111.64
24.08.14,United States,Portland,695,Occasional customer,NA,Male,At Arrival Only,Products,None / no uncertainties,In the past year,"Yes, more than once",4,Yes,40,Unbranded Search,4 to 6,119.5
24.08.14,United States,Muskegon,580,New customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,10,Direct,1,107.97
24.08.14,United States,Washington,918,New customer,NA,Prefer not to answer,At Exit,Other,Shipping costs,Never. This is my first visit,NA,3,NA,5,Social,7 to 9,64.31
24.08.14,United States,Georgetown,324,New customer,NA,Male,At Arrival Only,Products,Fast delivery,Never. This is my first visit,NA,3,No,18,Unbranded Search,10+,119.73
25.08.14,United States,Somerset,817,Employee,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past month,No,3,Somewhat,13,Direct,10+,125.4
25.08.14,Canada,Airdrie,10,Other,35-44,Female,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,3,No,15,Unbranded Search,4 to 6,127.86
25.08.14,Australia,Brisbane,116,New customer,NA,Female,At Exit,Products,Whether this is right for my child,Never. This is my first visit,NA,2,Somewhat,11,Unbranded Search,7 to 9,128.18
25.08.14,United States,Corning,204,Occasional customer,NA,Female,At Arrival Only,Products,Whether this is right for my child,Never. This is my first visit,NA,3,No,2,Unbranded Search,1,113.58
25.08.14,United Kingdom,Owensboro,NA,New customer,NA,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,2,No,16,Unbranded Search,2 to 3,135.67
25.08.14,United States,Fort Lauderdale,305,New customer,NA,Female,At Arrival Only,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,1,NA,10,Unbranded Search,2 to 3,155.97
25.08.14,Malaysia,Batu Caves,67,Frequent customer,Prefer not to answer,Prefer not to answer,At Exit,Buy from this site,Other,In the past month,"Yes, once",3,Yes,5,Self Referred,10+,80.09
25.08.14,United States,San Angelo,766,Other,45-54,Female,At Arrival and Exit,Resources,Product effectiveness/will it work,In the past year,No,3,Somewhat,3,Unbranded Search,7 to 9,96.87
25.08.14,United States,Amarillo,23,New customer,NA,Male,At Arrival Only,Products,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Somewhat,26,Unbranded Search,10+,127.08
25.08.14,United States,Hollywood,393,Other,NA,Male,At Arrival Only,Compare pricing,Whether this is right for my child,Never. This is my first visit,NA,3,Yes,10,Referred,10+,118.05
25.08.14,United States,Tallahassee,855,Occasional customer,45-54,Female,At Arrival and Exit,Resources,Shipping costs,In the past month,"Yes, once",3,Somewhat,17,Direct,2 to 3,126.58
25.08.14,United States,Norfolk,608,Frequent customer,Prefer not to answer,Prefer not to answer,At Exit,Products,None / no uncertainties,In the past month,"Yes, more than once",4,Somewhat,7,Direct,1,64.32
25.08.14,United States,Portland,695,Occasional customer,NA,Female,At Exit,Products,Shipping costs,In the past month,"Yes, more than once",2,No,121,Direct,4 to 6,178.84
25.08.14,United States,Columbia,194,Frequent customer,35-44,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,9,Email,2 to 3,123.34
25.08.14,United States,Denver,235,New customer,35-44,Female,At Exit,Products,Shipping costs,In the past year,"Yes, once",2,No,8,Direct,1,118.21
25.08.14,United States,Houston,400,Frequent customer,35-44,Female,At Arrival and Exit,Compare pricing,Product effectiveness/will it work,In the past year,"Yes, more than once",3,Yes,7,Branded Search,2 to 3,115.92
25.08.14,United States,Northampton,619,New customer,45-54,Female,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,8,Direct,1,86.31
25.08.14,United States,Rochester,732,Employee,NA,Male,At Arrival and Exit,Buy from this site,Whether this is right for my child,In the past month,"Yes, more than once",3,Somewhat,14,Direct,1,100.68
25.08.14,United States,Saint Louis,757,Occasional customer,45-54,Female,At Arrival and Exit,Buy from this site,Warranties/product guarantees,In the past year,"Yes, more than once",3,Somewhat,5,Self Referred,0,105.71
25.08.14,United States,Houston,400,New customer,NA,Male,At Exit,NA,None / no uncertainties,More than a year ago,No,4,NA,8,Direct,10+,54.81
25.08.14,United States,Dublin,NA,New customer,NA,Male,At Exit,Compare pricing,Product effectiveness/will it work,In the past year,No,1,NA,6,Self Referred,1,85.66
25.08.14,United States,Mansfield,515,Frequent customer,NA,Prefer not to answer,At Arrival and Exit,Products,Shipping costs,In the past month,"Yes, more than once",3,Somewhat,17,Direct,7 to 9,100.96
25.08.14,United States,Portland,695,Employee,NA,Male,At Exit,Compare pricing,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,1,NA,12,Direct,7 to 9,114.1
25.08.14,United States,Ness City,586,Occasional customer,NA,Female,At Arrival Only,Compare pricing,None / no uncertainties,In the past year,"Yes, once",3,Somewhat,35,Unbranded Search,10+,170.83
25.08.14,Germany,Kaiserslautern,431,New customer,NA,Male,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,12,Unbranded Search,10+,85.42
25.08.14,United States,Tucson,874,New customer,35-44,Female,At Arrival and Exit,Resources,Fast delivery,Never. This is my first visit,NA,3,No,8,Referred,7 to 9,108.81
25.08.14,United States,Silver Spring,812,Occasional customer,NA,Male,At Exit,Products,Fast delivery,In the past month,"Yes, more than once",4,Somewhat,2,Direct,2 to 3,33.38
25.08.14,United States,Brentwood,112,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,3,Self Referred,10+,61.39
25.08.14,United States,Upper Darby,883,New customer,35-44,Female,At Arrival and Exit,Compare pricing,Product effectiveness/will it work,NA,NA,3,Somewhat,13,Direct,2 to 3,116.12
25.08.14,United States,Auburn,47,Other,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,14,Unbranded Search,1,156.28
25.08.14,United States,Denver,235,New customer,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",3,Yes,47,Direct,7 to 9,170.42
25.08.14,Canada,Richmond,726,New customer,NA,Male,At Arrival Only,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,No,21,Direct,10+,122.81
25.08.14,United States,Haxtun,365,Frequent customer,55-64,Female,At Exit,Products,None / no uncertainties,In the past month,"Yes, more than once",4,Somewhat,2,Direct,2 to 3,70.76
25.08.14,United States,North Bend,612,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Yes,2,Referred,2 to 3,107.28
25.08.14,United States,Mandeville,512,New customer,NA,Male,At Arrival Only,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,27,Direct,7 to 9,124.24
25.08.14,United States,Naperville,582,New customer,NA,Female,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,3,Somewhat,50,Direct,10+,168.06
25.08.14,United States,Denver,235,New customer,35-44,Female,At Arrival and Exit,Products,Ease of returning (if I am not satisfied with product),In the past year,"Yes, more than once",3,Yes,4,Direct,1,94.95
25.08.14,United States,Modesto,560,Other,NA,Prefer not to answer,At Arrival Only,Resources,Fast delivery,Never. This is my first visit,NA,3,NA,28,Unbranded Search,10+,138.64
25.08.14,United States,Rockford,735,Frequent customer,NA,Female,At Exit,Products,None / no uncertainties,In the past year,"Yes, once",1,NA,4,Unbranded Search,4 to 6,123.63
25.08.14,Australia,Wodonga,961,Occasional customer,NA,Female,At Arrival Only,Buy from this site,Other,In the past year,"Yes, once",4,No,1,Email,10+,77.22
25.08.14,United States,Albany,15,Employee,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,2,Unbranded Search,10+,87.96
25.08.14,United States,New York,598,New customer,35-44,Female,At Exit,Products,Whether this is right for my child,In the past year,"Yes, once",4,No,26,Direct,1,109.88
25.08.14,United States,Tempe,860,Occasional customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,In the past year,No,4,Somewhat,13,Self Referred,4 to 6,97.02
25.08.14,United States,New Hyde Park,593,New customer,NA,Prefer not to answer,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,2,Unbranded Search,2 to 3,66.08
25.08.14,Canada,Moncton,561,Other,45-54,Female,At Exit,Resources,Shipping costs,Never. This is my first visit,NA,2,Somewhat,14,Unbranded Search,10+,139.48
25.08.14,United States,Austin,51,Other,NA,Female,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,1,NA,7,Direct,1,155.32
25.08.14,United States,Painesville,653,New customer,NA,Male,At Exit,Products,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Yes,9,Unbranded Search,1,79.66
25.08.14,United States,Bonney Lake,104,New customer,35-44,Female,At Exit,Products,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Yes,23,Unbranded Search,7 to 9,129.93
25.08.14,United States,Miami,544,New customer,NA,Male,At Arrival Only,Buy from this site,Whether this is right for my child,Never. This is my first visit,NA,4,Yes,12,Branded Search,10+,89.12
25.08.14,United States,Amarillo,23,Occasional customer,NA,Prefer not to answer,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,7,Unbranded Search,1,80.94
25.08.14,United States,Overland Park,648,Occasional customer,NA,Male,At Arrival Only,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,No,4,NA,1,93.55
25.08.14,United States,Paris,660,New customer,NA,Male,At Arrival Only,Resources,Ease of returning (if I am not satisfied with product),In the past year,"Yes, once",5,Somewhat,4,Branded Search,4 to 6,35.15
25.08.14,United States,Aiken,9,New customer,25-34,Female,At Exit,Products,Shipping costs,In the past month,"Yes, once",3,Yes,35,Direct,2 to 3,134.73
25.08.14,United States,Houston,400,Frequent customer,35-44,Female,At Arrival and Exit,Products,Ease of returning (if I am not satisfied with product),In the past month,"Yes, more than once",3,Somewhat,9,Unbranded Search,4 to 6,123.34
25.08.14,United States,Buffalo,129,Other,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,In the past month,"Yes, more than once",4,Somewhat,9,Direct,2 to 3,124.94
26.08.14,United States,Dubai,246,New customer,18-24,Female,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,13,Unbranded Search,2 to 3,96.02
26.08.14,United States,Lakewood,469,New customer,NA,Prefer not to answer,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,6,Unbranded Search,4 to 6,97.76
26.08.14,United States,Mesa,540,Other,Less than 18,Male,At Exit,Buy from this site,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,5,Unbranded Search,10+,77.99
26.08.14,United States,Roseburg,743,Employee,45-54,Female,At Arrival and Exit,Compare pricing,Warranties/product guarantees,NA,NA,3,Somewhat,41,Unbranded Search,10+,153.67
26.08.14,United States,Phoenix,678,Frequent customer,NA,Female,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,47,Unbranded Search,10+,133.9
26.08.14,United States,Tacoma,853,New customer,NA,Male,At Exit,Other,Product durability/quality,Never. This is my first visit,NA,3,NA,23,Unbranded Search,2 to 3,98.43
26.08.14,Denmark,Vejle,895,Frequent customer,NA,Male,At Arrival and Exit,Products,None / no uncertainties,In the past week,No,3,No,4,Direct,7 to 9,75.63
26.08.14,United States,San Jose,773,Frequent customer,NA,Female,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,3,NA,15,Unbranded Search,10+,156.16
26.08.14,United States,Washington,918,Frequent customer,35-44,Female,At Exit,Buy from this site,None / no uncertainties,In the past month,"Yes, more than once",4,Yes,5,Direct,1,89.09
26.08.14,United States,Raleigh,711,Other,NA,Female,At Exit,Products,Warranties/product guarantees,More than a year ago,No,4,Somewhat,40,Unbranded Search,10+,128.58
26.08.14,United States,Huntsville,405,New customer,NA,Female,At Arrival Only,Buy from this site,Ease of returning (if I am not satisfied with product),In the past week,"Yes, more than once",1,NA,4,Social,4 to 6,137.65
26.08.14,United States,Orlando,645,Frequent customer,NA,Male,At Arrival and Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,2,No,9,Direct,4 to 6,102.44
26.08.14,United States,Martinsburg,522,New customer,NA,Male,At Exit,Order info,None / no uncertainties,In the past year,"Yes, once",3,NA,83,Direct,7 to 9,124.1
26.08.14,United States,Anderson,28,New customer,25-34,Female,At Exit,Buy from this site,Ease of returning (if I am not satisfied with product),In the past year,"Yes, more than once",4,Somewhat,13,Direct,10+,96.02
26.08.14,United States,Summerville,844,New customer,Less than 18,Prefer not to answer,At Exit,Buy from this site,Warranties/product guarantees,Never. This is my first visit,NA,4,Somewhat,3,Direct,1,35.19
26.08.14,South Africa,Cape Town,147,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Yes,6,Unbranded Search,2 to 3,129.26
26.08.14,United States,Omaha,637,New customer,NA,Female,At Arrival Only,Products,Shipping costs,In the past month,No,4,Yes,5,Social,2 to 3,99.51
26.08.14,United States,Newport News,602,New customer,NA,Male,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,3,No,9,Unbranded Search,10+,102.26
